Unnamed: 0;Name;Family;Born;Sigil;Serves;Known As;Occupation;Relation;Death
;Elenya;Westerling;"image(""http://awoiaf.westeros.org/images/d/df/House_Westerling.PNG"")";"image(""http://awoiaf.westeros.org/images/d/df/House_Westerling.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;;Gawen's Daughter;
;Rollam;Westerling;"image(""http://awoiaf.westeros.org/images/d/df/House_Westerling.PNG"")";"image(""http://awoiaf.westeros.org/images/d/df/House_Westerling.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Robb Stark's squire;Gawen's Son;
Queen;Jeyne;Westerling;"image(""http://awoiaf.westeros.org/images/d/df/House_Westerling.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Queen;Gawen's Daughter;
Queen;Jeyne;Westerling;"image(""http://awoiaf.westeros.org/images/d/df/House_Westerling.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Queen;;Historical Character
;159 Jon;;;;;;;;
;Mag;Mar Tun Doh Weg;;;;Mag the Mighty;Giant;;Killed by Donal Noye at Castle Black
;Varamyr;;;;;Sixskins;Wildling;;
;Toregg;;;;;;Tormund's wildling;Tormund's Son;
;Dormund;;;;;;Tormund's wildling;Tormund's Son;
;Munda;;;;;;Tormund's wildling;Tormund's Daughter;
;160 Sansa;;;;;;;;
Lord;Arthur;Ambrose;"image(""http://awoiaf.westeros.org/images/9/9f/Ambrose.png"")";"image(""http://awoiaf.westeros.org/images/9/9f/Ambrose.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;Lord of House Ambrose;;
;Alyn;Ambrose;"image(""http://awoiaf.westeros.org/images/9/9f/Ambrose.png"")";"image(""http://awoiaf.westeros.org/images/9/9f/Ambrose.png"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;Squire;Arthur's Son;
Ser;;Toyne;"image(""http://awoiaf.westeros.org/images/5/5c/House_Toyne.PNG"")";"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Kingsguard;;Historical Character
;161 Arya;;;;;;;;
;Jack;;;;;Jack-Be-Lucky;Brotherhood without banners member;Wat's Brother;
;Pello;;;;;Greenbeard, Pello of Tyrosh;Brotherhood without banners member;;
;162 Samwell;;;;;;;;
;Bernarr;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Black Bernarr;Castle Black ranger;;
;Talla;Tarly;"image(""http://awoiaf.westeros.org/images/d/d8/Tarly.png"")";"image(""http://awoiaf.westeros.org/images/d/d8/Tarly.png"")";;;;Randyll's Daughter;
;Mawney;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Night's Watch traitor, Castle Black ranger;;Killed by Others north of the Wall
;163 Tyrion;;;;;;;;
Prince;Quentyn;Martell;"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";"image(""http://awoiaf.westeros.org/images/c/c2/YronwoodCoA.png"")";;Prince of Dorne, Anders Yronwood squire, Anders Yronwood page;Doran's Son;
Lord;Sebaston;Farman;"image(""http://awoiaf.westeros.org/images/8/83/Farman.png"")";"image(""http://awoiaf.westeros.org/images/8/83/Farman.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Lord of Faircastle;;
;164 Catelyn;;;;;;;;
;Elwood;;;;"image(""http://awoiaf.westeros.org/images/2/23/House_Tully.PNG"")";;Riverrun guard;;Killed by Karstarks at Riverrun
Lord;Karlon;Stark;"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5f/House_Karstark.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;Lord of Karl's Hold;;Historical Character
;165 Jaime;;;;;;;;
Lady;Joanna;Lannister;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;Lady of Casterly Rock;Jason's Daughter;Died in childbirth at Casterly Rock
;Timeon;;;"image(""http://awoiaf.westeros.org/images/c/c0/Brave_companions_small.png"")";"image(""http://awoiaf.westeros.org/images/c/c0/Brave_companions_small.png"")";;Brave Companion;;Killed by Brienne of Tarth at the Whispers
;166 Arya;;;;;;;;
Ser;Maynard;;;;;;;;Killed by Lymond Lychester
;;;;;;Lady of the Leaves;;;
Ser;Lymond;Lychester;"image(""http://awoiaf.westeros.org/images/d/dc/LychesterCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/dc/LychesterCoA.png"")";"image(""http://awoiaf.westeros.org/images/2/23/House_Tully.PNG"")";;Lord of Castle Lychester;;
;Wat;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Night's Watch brother;Jack's Brother;
;Ben;;;;"image(""http://awoiaf.westeros.org/images/5/5c/House_Toyne.PNG"")";Big-Belly-Ben;Kingswood Brotherhood member;;
King;Erreg;;;;;Erreg the Kinslayer;Andal king;;Historical Character
Lord;Theomar;Smallwood;"image(""http://awoiaf.westeros.org/images/f/f2/Smallwood.png"")";"image(""http://awoiaf.westeros.org/images/f/f2/Smallwood.png"")";"image(""http://awoiaf.westeros.org/images/0/01/House_Vance_of_Wayfarer%27s_rest.PNG"")";;Lord of Acorn Hall;;
Lady;Ravella;Swann;"image(""http://awoiaf.westeros.org/images/a/a9/House_Swann.PNG"")";"image(""http://awoiaf.westeros.org/images/f/f2/Smallwood.png"")";"image(""http://awoiaf.westeros.org/images/0/01/House_Vance_of_Wayfarer%27s_rest.PNG"")";;Lady of Acorn Hall;;
;Carellen;Smallwood;"image(""http://awoiaf.westeros.org/images/f/f2/Smallwood.png"")";"image(""http://awoiaf.westeros.org/images/f/f2/Smallwood.png"")";;;;Theomar's Daughter;
;167 Daenerys;;;;;;;;
;Kraznys;mo Nakloz;;;;;Astapor slave trader;;Killed by Drogon at Astapor
;Jothiel;;;;;;Astapor fighting pit owner;;Killed by Unsullied at Astapor
;;;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Red Flea, Black Rat, Brown Flea, Blue Toad/Worm;Unsullied;;
;Douquor;;;;;;Astapor fighting pit owner;;Killed by Unsullied at Astapor
;168 Bran;;;;;;;;
;Hugo;Wull;"image(""http://awoiaf.westeros.org/images/e/e0/House_Wull.PNG"")";"image(""http://awoiaf.westeros.org/images/e/e0/House_Wull.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";Lord Wull, The Wull;Head of the mountain clan Wull;;
;;Knott;"image(""http://awoiaf.westeros.org/images/b/b6/House_Knott.PNG"")";"image(""http://awoiaf.westeros.org/images/b/b6/House_Knott.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";Lord Knott, The Knott;Head of the mountain clan Knott;;
;Brandon;Norrey;"image(""http://awoiaf.westeros.org/images/e/e8/House_Norrey.PNG"")";"image(""http://awoiaf.westeros.org/images/e/e8/House_Norrey.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";Lord Norrey, The Norrey;Head of the mountain clan Norrey;;
;Torren;Liddle;"image(""http://awoiaf.westeros.org/images/d/d4/House_Liddle.PNG"")";"image(""http://awoiaf.westeros.org/images/d/d4/House_Liddle.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";Lord Liddle, The Liddle;Head of the mountain clan Liddle;;
;;;;"image(""http://awoiaf.westeros.org/images/0/0d/Laughing_Tree_COA.png"")";"image(""http://awoiaf.westeros.org/images/6/6e/House_Reed.PNG"")";Knight of the Laughing Tree;Mystery Knight;;
;169 Davos;;;;;;;;
;;;;;"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";Porridge;Dragonstone gaoler;;
;;;;;"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";Lamprey;Dragonstone gaoler;;
;Ryam;Florent;"image(""http://awoiaf.westeros.org/images/c/c1/House_Florent.PNG"")";"image(""http://awoiaf.westeros.org/images/c/c1/House_Florent.PNG"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";;;Alester's Brother;Died after falling from his horse
;170 Jon;;;;;;;;
;Arson;;;;;Iceaxe;Wildling;;Historical Character
;Grigg;;;;;Grigg the Goat;Jarl's wildling;;
;171 Daenerys;;;;;;;;
;Grazdan;;;;;;Astapor slave trader;;Killed by Rakharo at Astapor
;Grazdan;;;;;;Astapor slave trader;;Killed by Unsullied at Astapor
;Grazdan;;;;;;Astapor slave trader;;Killed by Unsullied at Astapor
;Grazdan;;;;;;Astapor slave trader;;Killed by Unsullied at Astapor
;Grazdan;;;;;Grazdan the Great;Old Ghis founder;;Historical Character
;Missandei;;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Daenerys' handmaiden, translator;;
;172 Sansa;;;;;;;;
;Garth;Tyrell;"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";"image(""http://awoiaf.westeros.org/images/9/99/House_Tyrell.PNG"")";Garth the Gross;Tyrell Lord Seneschal;Luthor's Brother;
;173 Arya;;;;;;;;
Ser;Denys;Arryn;"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";"image(""http://awoiaf.westeros.org/images/b/be/House_Arryn.PNG"")";Darling of the Vale;Keeper of the Gates of the Moon;;Killed by Jon Connington at the Batlle of the Bells
;;;;;;Mad Huntsman;Brotherhood without banners member;;
Ser;Wilbert;;;;"image(""http://awoiaf.westeros.org/images/2/23/House_Tully.PNG"")";;Lord of Stoney Sept;;Killed by Lannisters at Stoney Sept
;Alyce;;;;;;Stoney Sept whore;;
;Tansy;;;;;;The Peach innkeep;;
;Cass;;;;;;Stoney Sept whore;;
;Lanna;;;;;;Stoney Sept whore;;
;Jyzene;;;;;;Stoney Sept whore;;
;Helly;;;;;;Stoney Sept whore;;
;Leslyn;;;;;;Stoney Sept whore;;
;Bella;;;;;;Stoney Sept whore;;
;174 Jon;;;;;;;;
;Errok;;;;;;Jarl's wildling;;
;175 Jaime;;;;;;;;
;Zollo;;;"image(""http://awoiaf.westeros.org/images/c/c0/Brave_companions_small.png"")";"image(""http://awoiaf.westeros.org/images/c/c0/Brave_companions_small.png"")";Zollo the Fat;Brave Companion;;
;176 Tyrion;;;;;;;;
;Galyeon;;;;;Galyeon of Cuy;Musician;;
;Bethany;;;;;Bethany Fair-fingers;Musician;;
;Aemon;Costayne;"image(""http://awoiaf.westeros.org/images/5/57/House_Costayne.PNG"")";"image(""http://awoiaf.westeros.org/images/5/57/House_Costayne.PNG"")";;;Musician;;
;Alaric;;;;;Alaric of Eysen;Musician;;
;Hamish;;;;;Hamish the Harper;Musician;;
;Collio;Quaynis;;;;;Musician;;
King;Tommen II;Lannister;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";;"King of the Rock, ""Brightroar"" wielder";;Historical Character
;Gerion;Lannister;"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";"image(""http://awoiaf.westeros.org/images/8/88/House_Lannister.png"")";Gery;;Tytos' Son;Died near Valyria
;177 Samwell;;;;;;;;
;Fornio;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Night's Watch brother;;
Ser;Byam;Flint;"image(""http://awoiaf.westeros.org/images/e/e8/Flint_Widows_Watch.png"")";"image(""http://awoiaf.westeros.org/images/e/e8/Flint_Widows_Watch.png"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;Night's Watch brother;;Died of injuries from Others at Craster's Keep
;Garth;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Garth of Oldtown;Night's Watch traitor, Night's Watch brother;;Killed by Garth of Greenaway at Craster's Keep
;Garth;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Garth of Greenaway;Night's Watch traitor, Night's Watch brother;;
;Alan;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Alan of Rosby;Night's Watch brother;;
;Ronnel;Harclay;"image(""http://awoiaf.westeros.org/images/0/0f/House_Harclay.PNG"")";"image(""http://awoiaf.westeros.org/images/0/0f/House_Harclay.PNG"")";"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";;First Ranger, Castle Black ranger;;
;Tim;Stone;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Tangletongue;Night's Watch brother;;
;Ulmer;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Ulmer of the Kingswood;Night's Watch brother, Kingswood Brotherhood member;;
;Dick;;;;"image(""http://awoiaf.westeros.org/images/5/5c/House_Toyne.PNG"")";Fletcher Dick;Kingswood Brotherhood member;;
;Simon;Toyne;"image(""http://awoiaf.westeros.org/images/5/5c/House_Toyne.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5c/House_Toyne.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5c/House_Toyne.PNG"")";;Kingswood Brotherhood leader;;Killed by Barristan Selmy at the Kingswood
;;;;;"image(""http://awoiaf.westeros.org/images/5/5c/House_Toyne.PNG"")";Smiling Knight;Kingswood Brotherhood member;;Killed by Arthur Dayne
;Oswyn;;;;"image(""http://awoiaf.westeros.org/images/5/5c/House_Toyne.PNG"")";Oswyn Longneck the Thrice-Hanged;Kingswood Brotherhood member;;
;Wenda;;;;"image(""http://awoiaf.westeros.org/images/5/5c/House_Toyne.PNG"")";White Fawn;Kingswood Brotherhood member;;
;Garth;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Greyfeather;Night's Watch brother;;
;Rolley;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Rolley of Sisterton;Night's Watch brother;;Died after falling from loft at Craster's Keep
;Bill;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Muttering Bill;Night's Watch brother;;
;Oss;;;;"image(""http://awoiaf.westeros.org/images/4/47/Minigdn.png"")";Orphan Oss;Night's Watch brother;;
;Dyah;;;;;;Wildling;Craster's Daughter;
;Ferny;;;;;;Wildling;Craster's Daughter;
;178 Arya;;;;;;;;
;Lister;;;;;;;Jack's Brother;Killed by Cleganes in the Riverlands
;Lennocks;;;;;;;Jack's Brother;Killed by Cleganes in the Riverlands
;Beck;;;;;Goodman Beck;;;Killed by Cleganes at Donnelwood
;Mudge;;;;;;Miller's son;;Killed by Cleganes at Donnelwood
;Merriman;;;;;;;;Died
Ser;Andrey;Charlton;"image(""http://awoiaf.westeros.org/images/c/c1/Charlton.png"")";"image(""http://awoiaf.westeros.org/images/c/c1/Charlton.png"")";"image(""http://awoiaf.westeros.org/images/2/23/House_Tully.PNG"")";;;;Killed by Cleganes in the Riverlands
;Lucas;Roote;"image(""http://awoiaf.westeros.org/images/d/d1/Roote.png"")";"image(""http://awoiaf.westeros.org/images/d/d1/Roote.png"")";"image(""http://awoiaf.westeros.org/images/c/c1/Charlton.png"")";;Andrey Charlton's squire;;Killed by Cleganes in the Riverlands
Lord;;Deddings;;;;;Lord of House Deddings;;Killed by Cleganes in the Riverlands
Lady;;Deddings;;;;;;;Killed by Cleganes in the Riverlands
;Joth;;;;;Joth Quick-bow;;;Killed by Cleganes in the Riverlands
;Matt;;;;;Little Matt;;Randa's Brother;Killed by Cleganes in the Riverlands
;Randa;;;;;;;Matt's Sister;Killed by Cleganes in the Riverlands
;Ryn;;;;;Anvil;;;Killed by Cleganes in the Riverlands
Ser;Ormond;;;;;;;;Killed by Cleganes at Pennytree
Ser;Dudley;;;;;;;;Killed by Cleganes in the Riverlands
;Pate;;;;;Pate of Mory;;;Killed by Cleganes in the Riverlands
;Pate;;;;;Pate of Lancewood;;;Killed by Cleganes in the Riverlands
;Pate;;;;;Pate of Shermer's Grove;;;Killed by Cleganes in the Riverlands
;Wyl;;;;;Blind Wyl the Whittler;Whittler;;Killed by Cleganes in the Riverlands
;Maerie;;;;;;Goodwife;;Killed by Cleganes in the Riverlands
;Maerie;;;;;;Whore;;Killed by Cleganes in the Riverlands
;Becca;;;;;;Baker;;Killed by Cleganes in the Riverlands
Lord;;Darry;"image(""http://awoiaf.westeros.org/images/2/22/House_Darry.png"")";"image(""http://awoiaf.westeros.org/images/2/22/House_Darry.png"")";"image(""http://awoiaf.westeros.org/images/2/23/House_Tully.PNG"")";;Lord of Castle Darry;;Killed by Cleganes in the Riverlands
;;Rivers;;;"image(""http://awoiaf.westeros.org/images/5/53/Bracken_sigil_coat.png"")";Bastard of Bracken;;;Killed by Cleganes in the Riverlands
;Will;;;;;Fletcher Will;Fletcher;;Killed by Cleganes in the Riverlands
;Harsley;;;;;;;;Killed by Cleganes in the Riverlands
;Nolla;;;;;;Goodwife;;Killed by Cleganes in the Riverlands
Lord;Edric;Dayne;"image(""http://awoiaf.westeros.org/images/1/15/DayneCoA.png"")";"image(""http://awoiaf.westeros.org/images/1/15/DayneCoA.png"")";;Ned;Lord of Starfall, Beric Dondarrion's squire, Beric Dondarrion's page, brotherhood without banners member;;
;Dennet;;;;;;Brotherhood without banners member;;
;Kyle;;;;"image(""http://awoiaf.westeros.org/images/1/1d/Dondarrion.png"")";;Brotherhood without banners member;;Killed by Brave Companions at the Battle of the Burning Septry
;Melly;;;;;;Brotherhood without banners member;;
;179 Catelyn;;;;;;;;
;Lothar;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";Lame Lothar;Walder Frey's steward;Walder's Son;
Lady;Roslin;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;;Walder's Daughter;
Lady;Bethany;Rosby;"image(""http://awoiaf.westeros.org/images/3/3f/House_Rosby.PNG"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";;Lady of the Crossing;;Died at the Twins
;180 Davos;;;;;;;;
King;Daemon I;Blackfyre;;"image(""http://awoiaf.westeros.org/images/3/3f/House_Blackfyre_crest.png"")";"image(""http://awoiaf.westeros.org/images/3/3f/House_Blackfyre_crest.png"")";;"King, ""Blackfyre"" wielder";Aegon IV's Bastard;Historical Character
King;;;;;;Vulture King;King;;Historical Character
Grand Maester;Hareth;;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Grand Maester;;Historical Character
Queen;Rhaenyra;Targaryen;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";"image(""http://awoiaf.westeros.org/images/3/36/Rhaenyra_crest_final.png"")";"image(""http://awoiaf.westeros.org/images/3/36/Rhaenyra_crest_final.png"")";Half-Year Queen, Realm's Delight;Queen;Viserys I's Daughter;Historical Character
Lord;;Grandison;"image(""http://awoiaf.westeros.org/images/8/82/House_Grandison.PNG"")";"image(""http://awoiaf.westeros.org/images/8/82/House_Grandison.PNG"")";"image(""http://awoiaf.westeros.org/images/d/d1/House_Baratheon.PNG"")";Greybeard;Lord of Grandview;;Died of injuries from Targaryens at the Battle of the Trident
Lord;;Cafferen;"image(""http://awoiaf.westeros.org/images/9/94/Cafferen.png"")";"image(""http://awoiaf.westeros.org/images/9/94/Cafferen.png"")";"image(""http://awoiaf.westeros.org/images/d/d1/House_Baratheon.PNG"")";;;;Killed by Randyll Tarly at Ashford Castle
Lord;;Belgrave;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;;;Historical Character
Lord;Monterys;Velaryon;"image(""http://awoiaf.westeros.org/images/f/f3/House_Velaryon.PNG"")";"image(""http://awoiaf.westeros.org/images/f/f3/House_Velaryon.PNG"")";"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";;Lord of the Tides, Master of Driftmark;;
Lord;;Sunglass;"image(""http://awoiaf.westeros.org/images/a/a6/Sunglass.png"")";"image(""http://awoiaf.westeros.org/images/a/a6/Sunglass.png"")";;;Lord of Sweetport Sound;Guncer's Brother;
Ser;Gilbert;Farring;"image(""http://awoiaf.westeros.org/images/6/6f/House_Farring.PNG"")";"image(""http://awoiaf.westeros.org/images/6/6f/House_Farring.PNG"")";"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";;Storm's End castellan;;
Lord;Lester;Morrigen;"image(""http://awoiaf.westeros.org/images/e/e5/House_Morrigen.PNG"")";"image(""http://awoiaf.westeros.org/images/e/e5/House_Morrigen.PNG"")";"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";;Lord of Crow's Nest;;
Ser;Rolland;Storm;;"image(""http://awoiaf.westeros.org/images/9/9a/The_Bastard_of_Nightsong.png"")";"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";Bastard of Nightsong;Dragonstone castellan, Stannis I Baratheon's rearguard commander;Bryen's Bastard;
Lord;Lucos;Chyttering;"image(""http://awoiaf.westeros.org/images/3/30/House_Chyttering.PNG"")";"image(""http://awoiaf.westeros.org/images/3/30/House_Chyttering.PNG"")";"image(""http://awoiaf.westeros.org/images/2/2e/Stannis_sigil_coat.png"")";;Lord of House Chyttering;;
Ser;Andrew;Estermont;"image(""http://awoiaf.westeros.org/images/5/5a/House_Estermont.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5a/House_Estermont.PNG"")";"image(""http://awoiaf.westeros.org/images/6/69/Seaworth_sigil_coat.png"")";;Stannis I Baratheon's squire;Lomas' Son;
;181 Jaime;;;;;;;;
Ser;Jonothor;Darry;"image(""http://awoiaf.westeros.org/images/2/22/House_Darry.png"")";"image(""http://awoiaf.westeros.org/images/1/15/Kingsguard.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";Jon;Kingsguard;;Killed by Baratheons at the Battle of the Trident
Wisdom;Belis;;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Pyromancer of the Alchemists' Guild;;Killed by Jaime Lannister at King's Landing
Wisdom;Garigus;;;;"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Pyromancer of the Alchemists' Guild;;Killed by Jaime Lannister at King's Landing
Lord;Qarlton;Chelsted;"image(""http://awoiaf.westeros.org/images/2/26/House_Chelsted.PNG"")";"image(""http://awoiaf.westeros.org/images/2/26/House_Chelsted.PNG"")";"image(""http://awoiaf.westeros.org/images/4/43/House_Targaryen.PNG"")";;Hand of King Aerys II;;Killed by Aerys II Targaryen at King's Landing
Lady;Alys;Karstark;"image(""http://awoiaf.westeros.org/images/5/5f/House_Karstark.PNG"")";"image(""http://awoiaf.westeros.org/images/5/5f/House_Karstark.PNG"")";"image(""http://awoiaf.westeros.org/images/5/51/House_Stark.PNG"")";;;Rickard's Daughter;
Lady;Walda;Frey;"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";"image(""http://awoiaf.westeros.org/images/3/3b/House_Frey.png"")";Fair Walda;;Walton's Daughter;
;182 Tyrion;;;;;;;;
Ser;Deziel;Dalt;"image(""http://awoiaf.westeros.org/images/f/fb/DaltCoA.png"")";"image(""http://awoiaf.westeros.org/images/f/fb/DaltCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;Knight of Lemonwood;;
Lord;Tremond;Gargalen;"image(""http://awoiaf.westeros.org/images/a/ac/GargalenCoA.png"")";"image(""http://awoiaf.westeros.org/images/a/ac/GargalenCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;Lord of Salt Shore;;
Lord;Harmen;Uller;"image(""http://awoiaf.westeros.org/images/f/fe/UllerCoA.png"")";"image(""http://awoiaf.westeros.org/images/f/fe/UllerCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;Lord of Hellholt;Ulwyck's Brother;
Ser;Ulwyck;Uller;"image(""http://awoiaf.westeros.org/images/f/fe/UllerCoA.png"")";"image(""http://awoiaf.westeros.org/images/f/fe/UllerCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;Harmen's Brother;
Ser;Ryon;Allyrion;"image(""http://awoiaf.westeros.org/images/1/19/AllyrionCoA.png"")";"image(""http://awoiaf.westeros.org/images/1/19/AllyrionCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;Delonne's Son;
Ser;Daemon;Sand;;;"image(""http://awoiaf.westeros.org/images/1/19/AllyrionCoA.png"")";Bastard of Godsgrace;Oberyn Martell's squire;Ryon's Bastard;
Lord;Dagos;Manwoody;"image(""http://awoiaf.westeros.org/images/1/15/ManwoodyCoA.png"")";"image(""http://awoiaf.westeros.org/images/1/15/ManwoodyCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;Lord of Kingsgrave;Myles' Brother;
Ser;Myles;Manwoody;"image(""http://awoiaf.westeros.org/images/1/15/ManwoodyCoA.png"")";"image(""http://awoiaf.westeros.org/images/1/15/ManwoodyCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;Dagos' Brother;
;Mors;Manwoody;"image(""http://awoiaf.westeros.org/images/1/15/ManwoodyCoA.png"")";"image(""http://awoiaf.westeros.org/images/1/15/ManwoodyCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;Dagos' Son;
;Dickon;Manwoody;"image(""http://awoiaf.westeros.org/images/1/15/ManwoodyCoA.png"")";"image(""http://awoiaf.westeros.org/images/1/15/ManwoodyCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;Dagos' Son;
Ser;Arron;Qorgyle;"image(""http://awoiaf.westeros.org/images/a/ad/QorgyleCoA.png"")";"image(""http://awoiaf.westeros.org/images/a/ad/QorgyleCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;Quentyn's Son;
;Myria;Jordayne;"image(""http://awoiaf.westeros.org/images/a/ae/JordayneCoA.png"")";"image(""http://awoiaf.westeros.org/images/a/ae/JordayneCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;;Trebor's Daughter;
Lady;Larra;Blackmont;"image(""http://awoiaf.westeros.org/images/2/2c/BlackmontCoA.png"")";"image(""http://awoiaf.westeros.org/images/2/2c/BlackmontCoA.png"")";"image(""http://awoiaf.westeros.org/images/d/d6/MartellCoA.png"")";;Lady of Blackmont;;
